X1,Y1,X2,Y2
12216.67,85666.66,12200,85666.66
12633.33,87150,12650,87150
12983.33,86800,13000,86800
12533.33,85566.66,12550,85566.66
12133.33,86116.66,12150,86116.66
11883.33,86233.34,11900,86233.34
12250,86550,12233.33,86550
12833.33,87200,12850,87200
12850,85933.34,12866.67,85933.34
12883.33,86466.66,12900,86466.66
12800,85966.66,12783.33,85966.66
11683.33,86133.34,11700,86133.34
12616.67,86233.34,12600,86233.34
12350,85550,12333.33,85550
11633.33,86266.66,11650,86266.66
12950,85266.66,12933.33,85266.66
11450,86083.34,11433.33,86083.34
12766.67,86133.34,12750,86133.34
11666.67,86133.34,11650,86133.34
12416.67,86933.34,12400,86933.34
12900,86283.34,12883.33,86283.34
12716.67,86883.34,12700,86883.34
11666.67,85866.66,11650,85866.66
11950,86416.66,11966.67,86416.66
11583.33,86183.34,11600,86183.34
12733.33,85700,12750,85700
12650,87266.66,12633.33,87266.66
12683.33,86683.34,12700,86683.34
11716.67,86200,11700,86200
12100,86466.66,12083.33,86466.66
12833.33,86516.66,12850,86516.66
12683.33,87033.34,12700,87033.34
11800,86516.66,11783.33,86516.66
11800,86516.66,11816.67,86516.66
12450,86833.34,12433.33,86833.34
12900,86233.34,12883.33,86233.34
11683.33,86166.66,11700,86166.66
12383.33,86833.34,12400,86833.34
11983.33,85966.66,12000,85966.66
11533.33,85833.34,11550,85833.34
12166.67,86216.66,12150,86216.66
11650,85983.34,11666.67,85983.34
12950,86266.66,12933.33,86266.66
12016.67,86550,12000,86550
11716.67,86166.66,11700,86166.66
12133.33,86216.66,12150,86216.66
11750,86233.34,11733.33,86233.34
12916.67,86316.66,12900,86316.66
13566.67,86166.66,13550,86166.66
11916.67,86233.34,11900,86233.34
11850,86233.34,11866.67,86233.34
12850,85516.66,12866.67,85516.66
12233.33,83750,12250,83750
13016.67,85800,13000,85800
12500,86283.34,12483.33,86283.34
12483.33,86983.34,12500,86983.34
12533.33,86816.66,12550,86816.66
12116.67,86316.66,12100,86316.66
13116.67,86166.66,13100,86166.66
12750,87283.34,12766.67,87283.34
12566.67,87033.34,12550,87033.34
11800,85900,11783.33,85900
12366.67,85700,12350,85700
12016.67,86000,12000,86000
12583.33,87283.34,12600,87283.34
12650,86866.66,12666.67,86866.66
12483.33,86016.66,12500,86016.66
12983.33,86483.34,13000,86483.34
13400,86550,13416.67,86550
12733.33,86450,12750,86450
14916.67,83600,14900,83600
12700,86716.66,12716.67,86716.66
11766.67,86300,11750,86300
12900,85666.66,12916.67,85666.66
12800,86433.34,12783.33,86433.34
14316.67,85166.66,14300,85166.66
14400,83883.34,14383.33,83883.34
12450,85750,12466.67,85750
12566.67,86916.66,12550,86916.66
11950,86183.34,11933.33,86183.34
12566.67,86600,12550,86600
11316.67,85766.66,11300,85766.66
12633.33,87200,12650,87200
11933.33,86366.66,11950,86366.66
14783.33,83816.66,14800,83816.66
12650,85650,12666.67,85650
14666.67,84700,14650,84700
13500,84216.66,13483.33,84216.66
11616.67,86200,11600,86200
12350,86166.66,12366.67,86166.66
11816.67,86200,11800,86200
12666.67,86283.34,12650,86283.34
12083.33,86183.34,12083.33,86166.66
11800,85166.66,11800,85183.34
12716.67,87116.66,12716.67,87133.34
12566.67,86966.66,12566.67,86983.34
12683.33,85616.66,12683.33,85633.34
14983.33,83516.66,14983.33,83533.34
11466.67,85866.66,11466.67,85883.34
11966.67,85183.34,11966.67,85166.66
11916.67,86383.34,11916.67,86366.66
12733.33,85916.66,12733.33,85933.34
12583.33,87283.34,12583.33,87266.66
12766.67,87183.34,12766.67,87166.66
12883.33,86616.66,12883.33,86633.34
11800,86366.66,11800,86383.34
12900,85966.66,12900,85983.34
14466.67,83266.66,14466.67,83283.34
11366.67,85766.66,11366.67,85783.34
12366.67,86866.66,12366.67,86883.34
12316.67,86183.34,12316.67,86166.66
11950,86166.66,11950,86183.34
12366.67,87016.66,12366.67,87033.34
12316.67,85733.34,12316.67,85716.66
12533.33,86716.66,12533.33,86733.34
13733.33,84783.34,13733.33,84766.66
12083.33,84216.66,12083.33,84233.34
12866.67,86716.66,12866.67,86733.34
12983.33,87083.34,12983.33,87066.66
11466.67,86116.66,11466.67,86133.34
13016.67,86066.66,13016.67,86083.34
12550,87016.66,12550,87033.34
11733.33,86033.34,11733.33,86016.66
11983.33,86283.34,11983.33,86266.66
14466.67,85183.34,14466.67,85166.66
11616.67,86316.66,11616.67,86333.34
11866.67,86333.34,11866.67,86316.66
11733.33,85933.34,11733.33,85916.66
12566.67,87233.34,12566.67,87216.66
11600,86033.34,11600,86016.66
11733.33,86083.34,11733.33,86066.66
12300,86783.34,12300,86766.66
11416.67,86016.66,11416.67,86033.34
11716.67,86133.34,11716.67,86116.66
12083.33,86366.66,12083.33,86383.34
11250,85616.66,11250,85633.34
12383.33,85683.34,12383.33,85666.66
12900,86566.66,12900,86583.34
11766.67,86233.34,11766.67,86216.66
11900,86333.34,11900,86316.66
13016.67,86333.34,13016.67,86316.66
11350,85966.66,11350,85983.34
11833.33,86183.34,11833.33,86166.66
11816.67,85966.66,11816.67,85983.34
12566.67,86016.66,12566.67,86033.34
11466.67,85983.34,11466.67,85966.66
11900,86466.66,11900,86483.34
11300,85866.66,11300,85883.34
12500,86833.34,12500,86816.66
12516.67,87116.66,12516.67,87133.34
11950,86366.66,11950,86383.34
12133.33,84483.34,12133.33,84466.66
11916.67,86416.66,11916.67,86433.34
11983.33,86316.66,11983.33,86333.34
11600,85933.34,11600,85916.66
12783.33,87066.66,12783.33,87083.34
12383.33,85516.66,12383.33,85533.34
11800,86333.34,11800,86316.66
12050,85616.66,12050,85633.34
11833.33,86333.34,11833.33,86316.66
12166.67,85683.34,12166.67,85666.66
11650,86316.66,11650,86333.34
13400,83583.34,13400,83566.66
12366.67,86833.34,12366.67,86816.66
13250,86766.66,13250,86783.34
14883.33,83633.34,14883.33,83616.66
10933.33,83716.66,10933.33,83733.34
12116.67,85766.66,12116.67,85783.34
12383.33,85783.34,12383.33,85766.66
12823.06,86020,12833.33,86033.34
12506.11,86903.34,12516.67,86916.66
12482.78,86433.61,12500,86433.34
12096.11,86233.61,12100,86216.66
12016.67,86216.66,12023.33,86200.55
12267.5,86565.28,12266.67,86583.34
12070.83,86481.95,12066.67,86500
12979.44,86029.45,12970.28,86045.55
12632.22,86543.61,12616.67,86533.34
12661.67,86437.22,12674.17,86422.78
12416.67,86883.34,12435.56,86879.45
12682.78,86002.78,12683.33,85983.34
12801.11,86008.34,12783.33,86016.66
12533.61,86227.78,12550,86216.66
12168.61,86453.34,12183.33,86466.66
12033.33,86183.34,12023.33,86200.55
12950,86800,12963.61,86814.72
12935.83,86073.34,12916.67,86066.66
12096.11,86233.61,12083.33,86250
12866.67,86533.34,12886.94,86538.05
13000,86070.55,12983.33,86083.34
12800,86966.66,12797.22,86987.5
12733.33,86316.66,12748.89,86302.5
12669.17,86091.11,12650,86100
12750,86133.34,12730.56,86125
12825.56,86053.05,12833.33,86033.34
12993.06,86001.95,12971.67,86002.5
12966.67,86066.66,12970.28,86045.55
12800,86100,12794.72,86079.16
12554.72,86010.55,12533.33,86016.66
12797.78,86146.39,12775.56,86147.78
12627.78,86702.5,12650,86700
12195,86072.22,12216.67,86066.66
12195,86072.22,12200.56,86093.89
12316.67,86216.66,12338.61,86212.22
12541.11,86579.45,12550,86600
12610.83,86899.16,12633.33,86900
12805.83,86034.72,12823.06,86020
12722.22,86047.5,12700.56,86054.45
12383.33,86616.66,12405.56,86611.66
12500,86850,12520.56,86860
12472.78,86464.45,12450,86466.66
12634.72,86012.5,12612.5,86006.39
12271.67,86006.11,12266.67,85983.34
12613.06,86557.22,12632.22,86543.61
12866.67,85900,12883.33,85883.34
12533.33,86900,12516.67,86916.66
12383.33,86716.66,12366.67,86700
12033.33,86300,12016.67,86316.66
12566.67,87216.66,12583.33,87200
12083.33,84233.34,12066.67,84250
14666.67,84700,14683.33,84683.34
11766.67,86066.66,11783.33,86050
14883.33,83700,14866.67,83683.34
11966.67,85183.34,11983.33,85200
12366.67,87033.34,12383.33,87050
12783.33,87300,12766.67,87283.34
11466.67,85966.66,11483.33,85950
11766.67,85950,11783.33,85933.34
11783.33,86516.66,11766.67,86500
12683.33,87116.66,12666.67,87100
11633.33,86016.66,11616.67,86000
12683.33,86200,12666.67,86183.34
11783.33,85966.66,11766.67,85950
12333.33,86050,12316.67,86066.66
12866.67,86333.34,12883.33,86350
12716.67,87066.66,12733.33,87050
11783.33,86400,11766.67,86383.34
13033.33,86300,13016.67,86316.66
11783.33,86116.66,11766.67,86100
12316.67,84300,12333.33,84316.66
12016.67,86283.34,12033.33,86300
12616.67,86933.34,12633.33,86950
12433.33,86750,12416.67,86766.66
11733.33,86066.66,11716.67,86050
11633.33,85950,11616.67,85966.66
12666.67,86850,12683.33,86866.66
12216.67,86000,12233.33,85983.34
11466.67,86083.34,11483.33,86100
11466.67,85500,11483.33,85516.66
12333.33,85950,12316.67,85966.66
11616.67,86150,11633.33,86166.66
12033.33,85266.66,12016.67,85250
11816.67,86000,11833.33,85983.34
11933.33,86400,11916.67,86383.34
12666.67,87216.66,12683.33,87200
12816.67,85750,12833.33,85766.66
12283.33,86600,12266.67,86583.34
11766.67,85883.34,11783.33,85900
11683.33,86000,11666.67,85983.34
11733.33,86100,11716.67,86116.66
12266.67,86733.34,12283.33,86750
12983.33,85783.34,12966.67,85800
12516.67,86750,12533.33,86733.34
11933.33,85950,11916.67,85933.34
12666.67,87350,12683.33,87333.34
11166.67,85800,11183.33,85783.34
13016.67,85983.34,13033.33,86000
12883.33,85683.34,12866.67,85700
11516.67,86050,11533.33,86066.66
11983.33,85350,11966.67,85333.34
12116.67,85783.34,12133.33,85800
11766.67,86350,11783.33,86366.66
12583.33,86300,12566.67,86283.34
12733.33,86250,12716.67,86233.34
11683.33,86100,11666.67,86083.34
12533.33,85800,12516.67,85816.66
11866.67,86333.34,11883.33,86350
11633.33,86133.34,11616.67,86150
12566.67,85966.66,12583.33,85950
12516.67,85950,12533.33,85966.66
12283.33,86066.66,12266.67,86050
12016.67,86450,12033.33,86466.66
11933.33,85333.34,11916.67,85350
12133.33,86216.66,12116.67,86200
13333.33,86450,13316.67,86466.66
12116.67,84450,12133.33,84433.34
13716.67,86500,13733.33,86516.66
11283.33,85850,11266.67,85866.66
12033.33,86350,12016.67,86333.34
11933.33,86183.34,11916.67,86200
12483.33,87050,12466.67,87066.66
12483.33,87050,12466.67,87033.34
12133.33,84100,12116.67,84116.66
13433.33,85250,13416.67,85266.66
12516.67,87200,12533.33,87216.66
12566.67,86316.66,12583.33,86300
12633.33,86250,12616.67,86233.34
12566.67,86416.66,12583.33,86400
11916.67,86416.66,11933.33,86400
12666.67,86583.34,12683.33,86600
13033.33,86616.66,13016.67,86600
12433.33,85866.66,12416.67,85850
12316.67,86900,12333.33,86883.34
11916.67,86516.66,11933.33,86500
12733.33,86316.66,12716.67,86300
11583.33,86050,11566.67,86033.34
12166.67,86350,12183.33,86366.66
12616.67,85866.66,12633.33,85850
12633.33,87200,12616.67,87183.34
12666.67,85650,12683.33,85633.34
14933.33,83550,14916.67,83566.66
13266.67,86666.66,13283.33,86650
10933.33,83716.66,10916.67,83700
11783.33,86283.34,11766.67,86300
11716.67,86050,11733.33,86033.34
12383.33,85783.34,12366.67,85800
14750,83950,14733.33,83966.66
11250,85633.34,11233.33,85650
12250,86800,12266.67,86783.34
12666.67,86050,12650,86033.34
12700,87283.34,12716.67,87300
11416.67,85483.34,11400,85500
11700,86366.66,11683.33,86350
12100,86316.66,12083.33,86300
11716.67,86350,11700,86366.66
11650,85950,11633.33,85933.34
11616.67,86000,11600,86016.66
11750,85866.66,11766.67,85850
11866.67,86400,11850,86383.34
13200,86100,13216.67,86116.66
12500,86600,12516.67,86616.66
11833.33,86166.66,11850,86150
11400,85900,11383.33,85916.66
12150,84216.66,12166.67,84200
11500,85883.34,11516.67,85900
12466.67,86200,12450,86216.66
11950,86300,11966.67,86316.66
12550,83716.66,12566.67,83700
11366.67,85816.66,11350,85800
13650,86450,13666.67,86433.34
12700,85950,12683.33,85933.34
12416.67,85750,12400,85733.34
12400,87033.34,12383.33,87050
12683.33,87116.66,12700,87100
12600,85716.66,12583.33,85700
12683.33,85533.34,12700,85550
12733.33,87400,12750,87383.34
12183.33,86583.34,12200,86600
12950,85933.34,12966.67,85950
12133.33,85850,12150,85833.34
12133.33,86366.66,12150,86350
12250,85816.66,12266.67,85800
12283.33,86850,12300,86866.66
11800,86166.66,11783.33,86150
12000,86033.34,11983.33,86050
12833.33,87583.34,12850,87600
12166.67,86133.34,12150,86150
12666.67,87283.34,12650,87300
11900,85933.34,11883.33,85950
12283.33,86750,12300,86766.66
12233.33,86616.66,12250,86600
12283.33,85666.66,12300,85650
12800,87033.34,12783.33,87050
14133.33,85450,14150,85433.34
12850,85900,12833.33,85883.34
14750,84083.34,14766.67,84100
11816.67,86250,11800,86266.66
11433.33,85783.34,11450,85800
12700,87200,12716.67,87183.34
12116.67,85850,12100,85833.34
11316.67,85900,11300,85916.66
13000,85850,12983.33,85833.34
12466.67,87033.34,12450,87050
12366.67,85883.34,12350,85900
11550,85666.66,11566.67,85650
11783.33,86050,11800,86033.34
11300,85833.34,11283.33,85850
12050,84616.66,12066.67,84600
11450,85516.66,11466.67,85500
14900,83600,14883.33,83616.66
12650,87150,12666.67,87166.66
11850,86200,11866.67,86183.34
12500,86933.34,12516.67,86950
12983.33,85783.34,13000,85800
13650,86150,13633.33,86133.34
13650,86150,13666.67,86166.66
12800,87400,12816.67,87416.66
12016.67,84950,12000,84933.34
11150,85350,11133.33,85333.34
12450,85600,12466.67,85616.66
11650,86150,11666.67,86166.66
11200,85800,11183.33,85783.34
12150,86116.66,12166.67,86100
11700,85900,11683.33,85916.66
11900,85983.34,11916.67,86000
13316.67,86250,13300,86266.66
12233.33,85450,12250,85466.66
12600,86950,12616.67,86933.34
12900,85116.66,12883.33,85100
11850,86316.66,11833.33,86300
12566.67,86366.66,12550,86350
12800,86300,12816.67,86283.34
12716.67,86116.66,12700,86100
12000,86000,11983.33,85983.34
12350,86650,12366.67,86666.66
11466.67,85866.66,11450,85850
12816.67,86316.66,12800,86300
12333.33,85650,12350,85666.66
12633.33,85850,12650,85866.66
12283.33,86616.66,12300,86600
11900,85900,11916.67,85916.66
11550,85950,11533.33,85966.66
12250,85750,12233.33,85766.66
11866.67,86100,11850,86116.66
12450,87050,12433.33,87033.34
12483.33,85700,12500,85716.66
11300,85883.34,11316.67,85900
11450,85550,11433.33,85566.66
11800,86216.66,11783.33,86200
13116.67,86016.66,13100,86000
13516.67,86400,13500,86383.34
12850,86450,12833.33,86466.66
12850,86450,12866.67,86433.34
11500,86083.34,11516.67,86100
11500,86083.34,11483.33,86100
12766.67,86200,12750,86183.34
11883.33,86350,11900,86333.34
12900,86683.34,12883.33,86700
12816.67,85633.34,12800,85650
12000,84666.66,12016.67,84650
12150,85650,12166.67,85666.66
11866.67,86133.34,11850,86150
11816.67,86050,11800,86066.66
11800,86033.34,11816.67,86050
11400,85966.66,11383.33,85950
12783.33,85900,12800,85916.66
11933.33,85200,11950,85216.66
12700,85783.34,12716.67,85800
12950,85600,12933.33,85616.66
12833.33,85950,12850,85933.34
12566.67,85650,12550,85666.66
12883.33,86550,12900,86566.66
12200,86383.34,12183.33,86400
13416.67,86400,13400,86383.34
12350,85783.34,12366.67,85800
14116.67,83650,14100,83633.34
13733.33,86700,13750,86716.66
12583.33,87150,12600,87133.34
12633.33,85666.66,12650,85650
11766.67,86133.34,11750,86150
13716.67,86133.34,13700,86150
12133.33,84100,12150,84083.34
12900,86650,12883.33,86633.34
12600,86150,12583.33,86133.34
12033.33,86016.66,12050,86000
12716.67,86300,12700,86316.66
12950,85200,12933.33,85216.66
11866.67,86000,11850,85983.34
12750,85950,12733.33,85966.66
12750,85950,12733.33,85933.34
13033.33,86233.34,13050,86250
11850,85950,11833.33,85933.34
12500,85866.66,12516.67,85850
12100,85600,12116.67,85616.66
12050,84266.66,12066.67,84250
11466.67,85816.66,11450,85800
11683.33,86183.34,11700,86200
11900,86300,11916.67,86283.34
12850,85966.66,12833.33,85950
11583.33,86050,11600,86033.34
12666.67,86950,12650,86933.34
11900,86116.66,11916.67,86100
11800,86250,11783.33,86233.34
12100,86600,12116.67,86616.66
11650,86316.66,11666.67,86300
13700,84550,13683.33,84566.66
14200,85383.34,14183.33,85400
14933.33,83550,14950,83533.34
12000,85366.66,11983.33,85350
12150,85516.66,12166.67,85500
13250,85900,13233.33,85883.34
11500,86166.66,11516.67,86150
12800,86100,12816.67,86116.66
13683.33,86233.34,13700,86250
11316.67,85700,11300,85683.34
12383.33,86750,12400,86766.66
12750,86900,12766.67,86916.66
12750,86900,12733.33,86883.34
12183.33,85600,12200,85616.66
13466.67,86466.66,13483.33,86483.34
12333.33,84316.66,12316.67,84333.34
12866.67,85866.66,12883.33,85883.34
11883.33,86166.66,11866.67,86183.34
12833.33,86466.66,12816.67,86483.34
12833.33,86266.66,12816.67,86283.34
12233.33,84116.66,12216.67,84133.34
11883.33,86483.34,11866.67,86466.66
12066.67,85683.34,12083.33,85666.66
12933.33,85833.34,12916.67,85816.66
12966.67,86333.34,12983.33,86316.66
11133.33,85783.34,11116.67,85766.66
12433.33,85633.34,12416.67,85616.66
11933.33,86333.34,11916.67,86316.66
11533.33,85916.66,11516.67,85933.34
13716.67,86133.34,13733.33,86116.66
12666.67,86533.34,12683.33,86516.66
12316.67,83666.66,12333.33,83683.34
12916.67,86616.66,12933.33,86633.34
12883.33,85833.34,12866.67,85816.66
12416.67,87016.66,12433.33,87033.34
13516.67,86533.34,13533.33,86516.66
11533.33,86016.66,11516.67,86033.34
11866.67,86033.34,11883.33,86016.66
12966.67,86066.66,12983.33,86083.34
12666.67,87066.66,12683.33,87083.34
12833.33,86166.66,12816.67,86183.34
11966.67,85483.34,11983.33,85466.66
12916.67,85283.34,12933.33,85266.66
11583.33,86183.34,11566.67,86166.66
11633.33,86133.34,11616.67,86116.66
12233.33,86383.34,12216.67,86366.66
12683.33,86216.66,12666.67,86233.34
12816.67,85366.66,12833.33,85383.34
12783.33,85833.34,12766.67,85816.66
11533.33,85566.66,11516.67,85583.34
12483.33,86983.34,12466.67,86966.66
12283.33,85866.66,12266.67,85883.34
12283.33,86066.66,12266.67,86083.34
12583.33,86516.66,12566.67,86533.34
12783.33,86916.66,12766.67,86933.34
12116.67,84416.66,12133.33,84433.34
11466.67,85816.66,11483.33,85833.34
11983.33,86433.34,11966.67,86416.66
12616.67,86983.34,12633.33,86966.66
12116.67,86566.66,12133.33,86583.34
14050,86066.66,14066.67,86083.34
12066.67,86333.34,12050,86316.66
11433.33,86083.34,11450,86066.66
12566.67,86683.34,12550,86666.66
13383.33,86366.66,13400,86383.34
12800,85516.66,12783.33,85533.34
11500,85983.34,11516.67,85966.66
14300,85166.66,14283.33,85183.34
11933.33,86116.66,11950,86133.34
12683.33,86866.66,12700,86883.34
13466.67,86466.66,13450,86483.34
12950,85933.34,12966.67,85916.66
13433.33,85933.34,13450,85916.66
12400,86733.34,12383.33,86716.66
12000,86033.34,11983.33,86016.66
11750,86033.34,11766.67,86016.66
12233.33,86616.66,12250,86633.34
11850,85283.34,11866.67,85266.66
12250,85066.66,12266.67,85083.34
11766.67,85883.34,11750,85866.66
11650,86183.34,11633.33,86166.66
12550,86866.66,12533.33,86883.34
11666.67,86083.34,11650,86066.66
13083.33,86633.34,13100,86616.66
12600,87016.66,12583.33,87033.34
14800,83733.34,14816.67,83716.66
11900,86183.34,11883.33,86166.66
12533.33,87216.66,12550,87233.34
13450,86483.34,13433.33,86466.66
12250,85866.66,12266.67,85883.34
12400,86866.66,12416.67,86883.34
12416.67,85933.34,12400,85916.66
12366.67,86233.34,12350,86216.66
12750,85716.66,12733.33,85733.34
12100,86666.66,12116.67,86683.34
11650,86233.34,11633.33,86216.66
12650,87266.66,12666.67,87283.34
12250,86466.66,12266.67,86483.34
12566.67,85916.66,12550,85933.34
11400,85966.66,11383.33,85983.34
12283.33,86883.34,12300,86866.66
12216.67,85633.34,12200,85616.66
12483.33,86916.66,12500,86933.34
11366.67,85866.66,11350,85883.34
12816.67,85983.34,12800,85966.66
13016.67,85916.66,13000,85933.34
13633.33,86633.34,13650,86616.66
11850,86216.66,11866.67,86233.34
11650,86033.34,11633.33,86016.66
12633.33,86883.34,12650,86866.66
12100,86583.34,12116.67,86566.66
12500,85533.34,12516.67,85516.66
12900,85666.66,12883.33,85683.34
12650,85766.66,12666.67,85783.34
11500,85883.34,11516.67,85866.66
12033.33,86116.66,12050,86133.34
12150,86566.66,12133.33,86583.34
12983.33,84383.34,13000,84366.66
13000,85966.66,13016.67,85983.34
12467.78,86001.11,12483.33,85983.34
12237.5,86721.66,12216.67,86733.34
12113.89,86057.22,12116.67,86033.34
12789.44,86945,12800,86966.66
12592.5,86679.72,12616.67,86683.34
12358.89,86050.28,12383.33,86050
12358.89,86050.28,12333.33,86050
12766.67,86933.34,12789.44,86945
12674.44,86570.84,12700,86566.66
12942.5,86014.72,12916.67,86016.66
12566.67,86533.34,12544.44,86546.66
12682.78,86028.89,12682.78,86002.78
12766.67,86283.34,12748.89,86302.5
12766.67,86716.66,12751.39,86738.05
12483.33,86916.66,12506.11,86903.34
12127.78,86064.45,12149.17,86080
12682.78,86028.89,12666.67,86050
12166.67,86100,12149.17,86080
12053.33,86076.95,12066.67,86100
12350,86700,12340,86675.28
12885.56,86081.95,12884.72,86055.28
12805.83,86034.72,12801.11,86008.34
12446.11,86040,12473.06,86042.5
12838.61,86217.5,12816.67,86233.34
12716.67,86716.66,12736.94,86698.61
12350,86650,12340,86675.28
12935.83,86073.34,12950,86050
12610.83,86899.16,12583.33,86900
12942.5,86014.72,12966.67,86000
12319.44,86002.5,12339.72,86022.78
12033.33,86116.66,12004.72,86119.45
12966.67,86550,12983.89,86573.05
12554.72,86010.55,12583.33,86016.66
12902.5,86059.16,12916.67,86033.34
12800,86400,12801.11,86370.55
12538.06,86048.89,12532.5,86019.72
12750,86400,12727.22,86380.84
12446.11,86040,12416.67,86033.34
12472.78,86464.45,12500,86450
12775.83,86030.55,12783.33,86000
12541.11,86579.45,12516.67,86600
12741.94,86013.05,12766.67,86033.34
12700,86100,12669.17,86091.11
12931.94,86195.28,12900,86200
12751.39,86738.05,12766.67,86766.66
12450,86850,12435.56,86879.45
12075,86049.16,12083.89,86017.5
12866.67,86200,12838.61,86217.5
12283.33,86371.39,12266.67,86400
12694.44,86718.61,12683.33,86750
12596.94,86352.78,12566.67,86366.66
13450,86533.34,13450,86566.66
12766.67,87166.66,12766.67,87133.34
12616.67,87083.34,12616.67,87116.66
12766.67,85816.66,12766.67,85783.34
12566.67,86183.34,12566.67,86216.66
12816.67,85016.66,12816.67,84983.34
12033.33,84433.34,12033.33,84466.66
12300,86683.34,12300,86716.66
12883.33,86433.34,12883.33,86466.66
12966.67,86333.34,12966.67,86366.66
11716.67,85833.34,11716.67,85866.66
12916.67,85866.66,12916.67,85833.34
12733.33,86816.66,12733.33,86783.34
12433.33,85633.34,12433.33,85666.66
14283.33,85216.66,14283.33,85183.34
12866.67,85983.34,12866.67,86016.66
11983.33,85433.34,11983.33,85466.66
12933.33,85533.34,12933.33,85566.66
14450,83283.34,14450,83316.66
12800,85883.34,12800,85916.66
12300,86783.34,12300,86816.66
12666.67,85816.66,12666.67,85783.34
12216.67,86066.66,12216.67,86033.34
12566.67,86716.66,12566.67,86683.34
11966.67,85483.34,11966.67,85516.66
11650,86233.34,11650,86266.66
12283.33,85116.66,12283.33,85083.34
11950,86016.66,11950,85983.34
12650,85583.34,12650,85616.66
12216.67,85633.34,12216.67,85666.66
12716.67,85516.66,12716.67,85483.34
12700,86283.34,12700,86316.66
12183.33,85283.34,12183.33,85316.66
11900,86466.66,11900,86433.34
11850,86233.34,11850,86266.66
14050,83516.66,14050,83483.34
12733.33,86483.34,12733.33,86516.66
13233.33,85933.34,13233.33,85966.66
12583.33,87233.34,12583.33,87266.66
12500,86016.66,12500,85983.34
12733.33,86216.66,12733.33,86183.34
11983.33,86516.66,11983.33,86483.34
14750,83883.34,14750,83916.66
14783.33,83816.66,14783.33,83783.34
11483.33,85516.66,11483.33,85483.34
13000,85966.66,13000,85933.34
13633.33,86516.66,13633.33,86483.34
12350,86166.66,12350,86133.34
12933.33,85983.34,12900,85983.34
13000,85733.34,13033.33,85733.34
12666.67,86150,12700,86150
11766.67,85183.34,11800,85183.34
12733.33,87333.34,12700,87333.34
11983.33,86383.34,11950,86383.34
12366.67,86933.34,12400,86933.34
13416.67,86600,13450,86600
12300,86816.66,12333.33,86816.66
12683.33,85616.66,12650,85616.66
13450,86400,13416.67,86400
12716.67,86866.66,12750,86866.66
12116.67,86516.66,12150,86516.66
11983.33,86266.66,11950,86266.66
11700,85950,11666.67,85950
12733.33,85833.34,12700,85833.34
12366.67,86666.66,12400,86666.66
11850,86516.66,11816.67,86516.66
11366.67,85766.66,11400,85766.66
13483.33,85916.66,13450,85916.66
12850,87533.34,12883.33,87533.34
13000,86766.66,12966.67,86766.66
13083.33,86033.34,13050,86033.34
12233.33,83833.34,12200,83833.34
12950,86900,12983.33,86900
12433.33,86733.34,12400,86733.34
12350,85733.34,12316.67,85733.34
12100,85716.66,12133.33,85716.66
12900,86116.66,12866.67,86116.66
11400,85850,11433.33,85850
12616.67,87300,12650,87300
12883.33,87500,12850,87500
11983.33,85950,11950,85950
11600,85850,11566.67,85850
13700,83700,13666.67,83700
13100,86000,13066.67,86000
12316.67,83666.66,12350,83666.66
12100,86666.66,12066.67,86666.66
12933.33,85533.34,12900,85533.34
12216.67,85816.66,12250,85816.66
12800,86766.66,12766.67,86766.66
14450,83283.34,14483.33,83283.34
12066.67,86216.66,12100,86216.66
12800,85883.34,12833.33,85883.34
12350,85666.66,12383.33,85666.66
11416.67,86016.66,11450,86016.66
11216.67,85850,11250,85850
12333.33,85650,12300,85650
12983.33,86800,12950,86800
11500,85816.66,11533.33,85816.66
11400,85800,11366.67,85800
12516.67,86483.34,12550,86483.34
11116.67,85766.66,11150,85766.66
11333.33,85850,11300,85850
12900,85733.34,12933.33,85733.34
12300,85550,12333.33,85550
13850,84566.66,13883.33,84566.66
12833.33,86400,12800,86400
11950,86216.66,11983.33,86216.66
11716.67,86166.66,11750,86166.66
12116.67,86033.34,12150,86033.34
11100,85683.34,11133.33,85683.34
11483.33,86016.66,11450,86016.66
12950,86516.66,12916.67,86516.66
12483.33,87166.66,12450,87166.66
12583.33,87150,12550,87150
14450,83916.66,14483.33,83916.66
14600,84433.34,14566.67,84433.34
11916.67,86250,11950,86250
11650,86033.34,11683.33,86033.34
11916.67,86083.34,11950,86083.34
12183.33,86516.66,12150,86516.66
12050,86150,12083.33,86150
12616.67,86533.34,12650,86533.34
11650,86350,11683.33,86350
11600,85983.34,11566.67,85983.34
13100,85916.66,13066.67,85916.66
11800,86333.34,11833.33,86333.34
11066.67,83816.66,11100,83816.66
11350,85983.34,11383.33,85983.34
12450,85750,12416.67,85750
12750,85433.34,12783.33,85433.34
12450,85533.34,12416.67,85533.34
11216.67,85616.66,11250,85616.66
12900,83533.34,12933.33,83533.34
12616.67,87233.34,12650,87233.34
12850,85650,12883.33,85650
12433.33,86666.66,12400,86666.66
14733.33,84750,14700,84750
13650,84950,13683.33,84950
12150,85383.34,12116.67,85383.34
12700,86816.66,12733.33,86816.66
11966.67,85166.66,12000,85166.66
12666.67,86283.34,12700,86283.34
12666.67,86233.34,12633.33,86233.34
12216.67,85883.34,12183.33,85883.34
12416.67,85616.66,12383.33,85616.66
14666.67,84650,14633.33,84650
12816.67,86483.34,12783.33,86483.34
12016.67,86583.34,11983.33,86583.34
